EXPERIMENT_ID,DEVICE,MODEL,SEQUENCES,FEATURES,NORMALIZATION,OPTIMIZER,SCHEDULER,THRESHOLD_METHOD,TERMINATION_CRITERIA,PRECISION,VOXEL_SIZE,MIOU,RECALL,F1_SCORE,ACCURACY,TP,FP,TN,FN,BEST_EPOCH,NUM_EPOCHS,DURATION
240707152325,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,pr,miou,0.9044548264723644,0.15,0.7438792160913351,0.807320232798947,0.8531315807050421,0.9788026740890939,4738797,500599,70601022,1130989,22,26,4:08:16.212511
240707193142,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,pr,miou,0.7078969197496037,0.05,0.5540253358854517,0.7182171547650971,0.7130196954862121,0.9559111086536329,4215781,1739579,69362042,1654005,16,25,3:52:54.991471
240707232438,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,pr,miou,0.9196672215254735,0.1,0.8088768483076759,0.870373298106609,0.8943415347091581,0.9843169944912141,5108905,446262,70655359,760881,20,23,3:35:49.359468
240708030028,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,pr,miou,0.9432564563294394,0.15,0.8040877417195985,0.8449597651430564,0.8914064689039658,0.9843004558822732,4959733,298363,70803258,910053,20,23,3:35:56.032619
240708063626,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,pr,miou,0.6783710806040653,0.05,0.5056402276529625,0.6650831904263631,0.6716614213226354,0.9504127162440983,3903896,1850913,69250708,1965890,16,25,4:10:35.304960
240708111944,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,pr,miou,0.910378348196868,0.1,0.7502977332259483,0.810136533189951,0.8573372620932158,0.979692315242086,4725063,465156,71137191,1107365,17,23,2:33:14.557439
240708135300,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,pr,miou,0.8945739282041391,0.15,0.745617545612854,0.8174478964849631,0.854273660902144,0.9789939468410672,4767706,561877,71040470,1064722,22,25,2:43:35.387102
240708164504,cuda:0,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,pr,loss,0.1836492885231478,0.1,0.14139616852861006,0.38063828342774025,0.24776001957477373,0.8273779367469879,1132558,5034403,31830179,1842860,4,13,1:50:07.545967
240708164343,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",False,adam,plateau,pr,miou,0.8268985065218651,0.05,0.6870762958802696,0.8025011196023337,0.814517159132714,0.9724708698385189,4680530,979814,70622533,1151898,25,25,2:38:55.811162
240708183512,cuda:0,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,pr,loss,0.7594822684569672,0.1,0.5928912969654087,0.7299465150778814,0.7444215409989572,0.962566967871486,2171896,687810,36176772,803522,13,22,2:56:35.728825
240708192240,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",False,adam,plateau,pr,miou,0.9417215309744215,0.1,0.8313008609390753,0.876386643778543,0.9078801617695863,0.9866043518561266,5111462,316323,71286024,720966,29,31,3:28:01.076406
240708213149,cuda:0,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,pr,loss,0.6780238225677707,0.1,0.5123932725940145,0.6771619987510998,0.6775926366231078,0.9518731425702811,2014840,956796,35907786,960578,13,22,2:57:07.014124
240708225042,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",False,adam,plateau,pr,miou,0.904021597651904,0.15,0.7901636012281127,0.8625207203586568,0.8827836748395886,0.982747712510303,5030590,534089,71068258,801838,23,25,2:46:11.497549
240709013654,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,pr,miou,0.808867766144107,0.05,0.6612921775396938,0.7837636401169461,0.7961178490818401,0.9697635849009699,4571245,1080167,70522180,1261183,15,24,2:28:13.487654
240709040508,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,pr,miou,0.9381530697941275,0.1,0.8232574482733795,0.8705017875917199,0.9030622077567843,0.9859237015927276,5077139,334706,71267641,755289,19,23,2:34:45.140589
240709063955,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,pr,miou,0.9259453702974707,0.15,0.8231734350204085,0.8811865315782724,0.903011660008302,0.985742697644566,5139457,411040,71191307,692971,23,25,2:43:04.035289
240709171341,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,roc,miou,0.3703460914685635,0.05,0.34142584709935797,0.8138572820787501,0.5090491551771462,0.8817585122446601,4746764,8070339,63532008,1085664,16,25,2:37:05.002152
240709195047,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,roc,miou,0.6948943506621326,0.1,0.6335236523326959,0.8776507828300667,0.7756528672578628,0.9617599715373357,5118835,2247515,69354832,713593,20,29,3:14:04.690044
240709230453,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,roc,miou,0.6585935104765184,0.15,0.6075587619794075,0.8868833014312393,0.7558775160807343,0.9568514533683349,5172683,2681453,68920894,659745,21,28,3:02:39.667851
240710020734,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,roc,miou,0.44039219894527265,0.05,0.422120031862153,0.910505367575905,0.593648950024873,0.9061147139641073,5310457,6748015,64854332,521971,18,20,2:08:25.087137
240710041559,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,roc,miou,0.6911156974584322,0.1,0.6672739335589618,0.950842256432484,0.8004370729105077,0.9642887966033349,5545719,2478580,69123767,286709,20,21,2:25:18.771322
240710064119,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,roc,miou,0.7024543015996941,0.15,0.6749583808335244,0.9451861214574788,0.8059404801421263,0.9657159073555777,5512730,2335083,69267264,319698,23,32,3:28:25.329970
240710100946,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,roc,miou,0.38620109494050425,0.05,0.36011779325790366,0.8420736612607991,0.5295391252772452,0.8873013061638004,4911334,7805704,63796643,921094,30,31,3:14:17.110638
240710132404,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,roc,miou,0.6751365595983175,0.1,0.6280868222366531,0.9001266710879243,0.771564284727509,0.9598543161002275,5249924,2526168,69076179,582504,18,27,3:06:06.367869
240710163017,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,roc,miou,0.6580721322831175,0.15,0.6164458034354534,0.9069370423432573,0.7627175648268728,0.9574967319269669,5289645,2748448,68853899,542783,15,24,2:43:22.846519
240711072529,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,pr,loss,0.836201075795404,0.1,0.698627685812322,0.8093935247045573,0.8225789461075722,0.9728592369477912,2506593,491003,36252119,590285,21,30,4:15:39.797214
240711114110,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,roc,loss,0.14965301610231718,0.1,0.1410417648426921,0.7102401192426695,0.2472157798047587,0.6637716867469879,2199527,12497985,24245137,897351,11,20,2:54:56.600372
240711143607,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,roc,loss,0.41373494807385874,0.1,0.38909378651685717,0.8672514706746601,0.5602124065251305,0.8941550702811245,2685772,3805756,32937366,411106,13,22,3:10:44.845715
240711174653,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,roc,loss,0.4327836163201684,0.1,0.4098323265853945,0.8854268718367336,0.581391586583925,0.9008879016064257,2742059,3593807,33149315,354819,18,27,3:49:57.367004
240710191340,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",False,adam,plateau,roc,miou,0.5540620228964076,0.05,0.527160407060624,0.9156639396148568,0.6903798770887035,0.9381384913948546,5340544,4298348,67303999,491884,21,30,3:07:38.698856
240710222120,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",False,adam,plateau,roc,miou,0.7561357513822952,0.1,0.7154505568858445,0.9300536586135311,0.8341255351417912,0.9721388226413779,5424471,1749467,69852880,407957,24,33,3:45:09.771238
240711020631,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",False,adam,plateau,roc,miou,0.7208459909742353,0.15,0.6797849088297959,0.9226840005568864,0.809371372794819,0.9672631708428158,5381488,2084029,69518318,450940,16,25,2:53:37.593151
240711050010,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,roc,miou,0.5474071188591444,0.05,0.5211807379978387,0.9158127627122015,0.6852318399506047,0.9366271420043514,5341412,4416247,67186100,491016,13,21,2:17:52.428930
240711071803,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,roc,miou,0.7719330087834764,0.1,0.7352070178009822,0.9392211957010014,0.8473997745038004,0.9745212535324084,5477940,1618453,69983894,354488,19,28,3:16:41.634468
240711103446,cuda:1,MinkUNet34C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,roc,miou,0.7483603990929429,0.15,0.7083559245678516,0.9298302525123328,0.8292837743950089,0.9711650870038687,5423168,1823565,69778782,409260,7,16,1:55:39.510348
240712115539,cuda:1,PointTransformerV3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,pr,loss,,0.1,,,,,,,,,,8,5:02:53.303978
240719132447,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",True,adam,plateau,pr,precision,0.605947948191542,0.1,0.4348211849792511,0.6062482926353573,0.6060980832054539,0.9387465612449799,1877477,1220936,35522186,1219401,15,24,3:23:00.215390
240719164748,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",True,adam,plateau,pr,precision,0.6650585447870695,0.1,0.4875141332542042,0.6461636525558966,0.6554749596733974,0.9471990210843374,2001090,1007803,35735319,1095788,21,30,4:10:04.013758
240720131944,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",True,adam,plateau,roc,loss,0.5689756739179795,0.1,0.545512797315509,0.9297195433594736,0.7059311294775973,0.9397893323293173,2879228,2181143,34561979,217650,12,21,3:00:33.844708
240720162019,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],True,adam,plateau,roc,loss,0.5653778361013536,0.1,0.5386925949812638,0.9194408045780299,0.7001952134406981,0.9387962600401606,2847396,2188875,34554247,249482,10,19,2:44:35.117993
240720190455,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",True,adam,plateau,pr,precision,0.5804448293915753,0.1,0.408644769121066,0.5799466430385698,0.5801956292728689,0.9347628012048192,1796024,1298196,35444926,1300854,16,24,3:24:05.016326
240720222901,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",True,adam,plateau,pr,precision,0.7835622640763094,0.1,0.5980521362210742,0.7163979336609321,0.7484763765408713,0.9625725903614458,2218597,612827,36130295,878281,23,32,4:26:49.208260
240721025551,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",True,adam,plateau,pr,precision,0.8189996219769683,0.1,0.6189827006825627,0.7170760359303789,0.7646563492267087,0.965688780120482,2220697,490778,36252344,876181,28,37,5:06:57.710428
240721080249,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",True,adam,plateau,pr,precision,0.8644309594695164,0.1,0.7314821829034199,0.826270844379404,0.8449202540182548,0.9764225652610442,2558860,401307,36341815,538018,23,32,4:27:09.257913
240721122959,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],True,adam,plateau,pr,precision,0.8429400056611149,0.1,0.6867820097265269,0.7875615377809523,0.8143103326527332,0.9720798945783132,2438982,454441,36288681,657896,23,32,4:27:00.245945
240721165700,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",True,adam,plateau,roc,precision,0.342608600850425,0.1,0.32015324311496357,0.8300672483707786,0.48502436332246857,0.8629840361445783,2570617,4932455,31810667,526261,19,24,3:24:20.686256
240721202121,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",True,adam,plateau,roc,precision,0.49039062501429814,0.1,0.4555885466957823,0.8652223303598011,0.6259853414345397,0.9196313002008032,2679488,2784499,33958623,417390,13,22,3:08:25.123301
240721232946,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",True,adam,plateau,roc,precision,0.56638896697216,0.1,0.5415847649708802,0.9251875598586705,0.7026337795717778,0.9391266566265061,2865193,2193509,34549613,231685,42,51,6:56:16.885631
240722062604,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",True,adam,plateau,roc,precision,0.5957965063390065,0.1,0.5693119226781077,0.9275741569412809,0.7255561044952095,0.9454536144578313,2872584,1948834,34794288,224294,24,31,4:19:26.713644
240722104532,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],True,adam,plateau,roc,precision,0.6099739711456269,0.1,0.583823592501544,0.9315914285289895,0.7372331050826607,0.9483790411646587,2885025,1844726,34898396,211853,25,31,4:22:55.644070
240722150828,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",True,adam,plateau,pr,miou,0.6653586753297592,0.1,0.4841274707503948,0.6399496525210228,0.6524068589682711,0.9469929969879518,1981846,996767,35746355,1115032,21,30,4:13:57.792952
240722192226,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",True,adam,plateau,pr,miou,0.7858684983190217,0.1,0.5984861772055841,0.7151004979853904,0.7488162059078122,0.962707781124498,2214579,603423,36139699,882299,33,42,5:48:50.787520
240723011118,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",True,adam,plateau,pr,miou,0.80045383131489,0.1,0.6539209761603093,0.7812832794834024,0.7907523824728695,0.9678587098393574,2419539,603170,36139952,677339,25,34,4:45:31.542472
240723055650,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",True,adam,plateau,pr,miou,0.8207886344148079,0.1,0.6972653844027048,0.8224808985048814,0.8216338951001275,0.9722415913654618,2547123,556140,36186982,549755,25,27,3:50:02.876083
240723094654,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],True,adam,plateau,pr,miou,0.8339723238186085,0.1,0.6943435404797271,0.8057182104041554,0.8196018385777121,0.9724293423694779,2495211,496748,36246374,601667,24,33,4:42:46.282137
240723142940,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",True,adam,plateau,roc,miou,0.38676575729940754,0.1,0.364252415301763,0.8622141395301979,0.5339956319171227,0.8830225401606425,2670172,4233676,32509446,426706,32,39,5:28:41.785440
240723195823,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",True,adam,plateau,roc,miou,0.4833080086733577,0.1,0.4493837661901886,0.8649055597282166,0.6201032144459941,0.9176231676706827,2678507,2863522,33879600,418371,28,28,3:57:54.437004
240723235618,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",True,adam,plateau,roc,miou,0.40485848757694415,0.1,0.38656623655596173,0.8953513829088521,0.5575878401830101,0.8895560240963856,2772794,4076004,32667118,324084,16,22,3:12:14.321243
240724030833,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",True,adam,plateau,roc,miou,0.601111352510428,0.1,0.5761315477064278,0.9327232135072806,0.7310703837440589,0.9466582831325301,2888530,1916786,34826336,208348,29,29,4:05:54.302794
240724071427,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],True,adam,plateau,roc,miou,0.5985600359526747,0.1,0.5752897674819852,0.9366994760529798,0.7303923117605907,0.9462459588353413,2900844,1945527,34797595,196034,23,32,4:47:11.707817
240724123601,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adam,plateau,pr,loss,0.1829534999014966,0.1,0.1447404779021195,0.40932481034125334,0.25287911224625265,0.8119900853413654,1267629,5661066,31082056,1829249,6,15,2:25:09.305290
240724150112,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 6]",False,adam,plateau,pr,loss,0.6465290736191345,0.1,0.4942230102559861,0.6772052370161176,0.6615117112556272,0.9461282379518072,2097222,1146595,35596527,999656,10,19,2:51:36.168741
240724175248,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 6]",False,adam,plateau,pr,loss,0.6797329821313555,0.1,0.5395465348332443,0.7234621447793552,0.7009161758032669,0.9520070532128514,2240474,1055635,35687487,856404,20,29,4:10:08.167815
240724220257,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 7]",False,adam,plateau,pr,loss,0.7494548406400344,0.1,0.5694002828780357,0.703269227912756,0.7256278580934676,0.9586588604417671,2177939,728092,36015030,918939,16,25,3:32:45.969501
240725013543,cuda:1,PointNet2BinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[7],False,adam,plateau,pr,loss,0.8227462029473437,0.1,0.7055589692026961,0.8320337449521744,0.8273639105337137,0.9730095130522088,2576707,555130,36187992,520171,34,43,5:54:52.789135
240725081457,cuda:1,PointNetBinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",True,adam,plateau,pr,loss,0.8313271693345577,0.1,0.6753099279491364,0.7825303418474994,0.8061910416490283,0.9707536395582329,2423401,491698,36251424,673477,32,41,2:28:30.949312
240727093742,cuda:1,PointNetBinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adamw,onecycle,pr,loss,0.08753709665838269,0.1,0.083832111155048,0.6645069647561189,0.15469575092346632,0.43549347389558235,2057897,21450959,15292163,1038981,21,30,3:23:20.566289
240727131722,cuda:1,PointNetBinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adamw,onecycle,pr,loss,,0.1,,,,,,,,,,8,1:04:41.811607
240727145632,cuda:1,PointNetBinSeg,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2]",False,adamw,plateau,pr,miou,0.07890881562500142,0.1,0.07863182296412559,0.9572656720736173,0.14579918984411572,0.1280890813253012,2964535,34604588,2138534,132343,2,11,1:22:19.127514
